2014-05-27 22:40:46,304 [DEBUG] django.db.backends: (0.106) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dn3bdozui2d0rwxvwwje0e0obr6u4ul1'  AND `django_session`.`expire_date` > '2014-05-27 22:40:45' ); args=('dn3bdozui2d0rwxvwwje0e0obr6u4ul1', u'2014-05-27 22:40:45')
2014-05-28 20:28:39,722 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dn3bdozui2d0rwxvwwje0e0obr6u4ul1'  AND `django_session`.`expire_date` > '2014-05-28 20:28:39' ); args=('dn3bdozui2d0rwxvwwje0e0obr6u4ul1', u'2014-05-28 20:28:39')
2014-05-28 20:28:39,724 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 ; args=(1,)
2014-05-28 20:28:39,725 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` WHERE `userprofile_userprofile`.`user_id` = 1 ; args=(1,)
2014-05-28 20:28:39,725 [DEBUG] django.db.backends: (0.000) INSERT INTO `userprofile_userprofile` (`user_id`, `likes_cheese`, `favourite_hamster_name`) VALUES (1, NULL, ''); args=[1, None, u'']
2014-05-28 20:28:39,726 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` WHERE `userprofile_userprofile`.`user_id` = 1 ; args=(1,)
2014-05-28 20:28:39,817 [DEBUG] django.db.backends: (0.001) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` LIMIT 21; args=()
2014-05-28 20:28:39,818 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` LIMIT 21; args=()
2014-05-28 20:29:18,132 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'root' ; args=(u'root',)
2014-05-28 20:29:18,193 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dn3bdozui2d0rwxvwwje0e0obr6u4ul1'  AND `django_session`.`expire_date` > '2014-05-28 20:29:18' ); args=('dn3bdozui2d0rwxvwwje0e0obr6u4ul1', u'2014-05-28 20:29:18')
2014-05-28 20:29:18,194 [DEBUG] django.db.backends: (0.000) UPDATE `auth_user` SET `last_login` = '2014-05-28 20:29:18' WHERE `auth_user`.`id` = 1 ; args=(u'2014-05-28 20:29:18', 1)
2014-05-28 20:29:18,217 [DEBUG] django.db.backends: (0.000) UPDATE `django_session` SET `session_data` = 'NTA3MDljMGQxYjk4NWYxMjNhMWZjNDg4NDJlMzg5N2JlOTVlYjBjNTp7Il9hdXRoX3VzZXJfaWQiOjEsIl9hdXRoX3VzZXJfYmFja2VuZCI6ImRqYW5nby5jb250cmliLmF1dGguYmFja2VuZHMuTW9kZWxCYWNrZW5kIiwid2l6YXJkX2NvbnRhY3Rfd2l6YXJkIjp7InN0ZXBfZmlsZXMiOnsiMSI6e30sIjAiOnt9fSwic3RlcCI6IjIiLCJleHRyYV9kYXRhIjp7fSwic3RlcF9kYXRhIjp7IjEiOnsiY29udGFjdF93aXphcmQtY3VycmVudF9zdGVwIjpbIjEiXSwiY3NyZm1pZGRsZXdhcmV0b2tlbiI6WyJpMDBrYjh3NFJLd1A4T1FjZ3k2VDkyNjZSQ0J5VzRlViJdLCIxLXNlbmRlciI6WyJ6aGFuZ2JpbkBnd21haWwuZ3d1LmVkdSJdfSwiMCI6eyJjb250YWN0X3dpemFyZC1jdXJyZW50X3N0ZXAiOlsiMCJdLCJjc3JmbWlkZGxld2FyZXRva2VuIjpbImkwMGtiOHc0Ukt3UDhPUWNneTZUOTI2NlJDQnlXNGVWIl0sIjAtc3ViamVjdCI6WyJDaGVlc2UiXX19fX0=', `expire_date` = '2014-06-11 20:29:18' WHERE `django_session`.`session_key` = 'dn3bdozui2d0rwxvwwje0e0obr6u4ul1' ; args=(u'NTA3MDljMGQxYjk4NWYxMjNhMWZjNDg4NDJlMzg5N2JlOTVlYjBjNTp7Il9hdXRoX3VzZXJfaWQiOjEsIl9hdXRoX3VzZXJfYmFja2VuZCI6ImRqYW5nby5jb250cmliLmF1dGguYmFja2VuZHMuTW9kZWxCYWNrZW5kIiwid2l6YXJkX2NvbnRhY3Rfd2l6YXJkIjp7InN0ZXBfZmlsZXMiOnsiMSI6e30sIjAiOnt9fSwic3RlcCI6IjIiLCJleHRyYV9kYXRhIjp7fSwic3RlcF9kYXRhIjp7IjEiOnsiY29udGFjdF93aXphcmQtY3VycmVudF9zdGVwIjpbIjEiXSwiY3NyZm1pZGRsZXdhcmV0b2tlbiI6WyJpMDBrYjh3NFJLd1A4T1FjZ3k2VDkyNjZSQ0J5VzRlViJdLCIxLXNlbmRlciI6WyJ6aGFuZ2JpbkBnd21haWwuZ3d1LmVkdSJdfSwiMCI6eyJjb250YWN0X3dpemFyZC1jdXJyZW50X3N0ZXAiOlsiMCJdLCJjc3JmbWlkZGxld2FyZXRva2VuIjpbImkwMGtiOHc0Ukt3UDhPUWNneTZUOTI2NlJDQnlXNGVWIl0sIjAtc3ViamVjdCI6WyJDaGVlc2UiXX19fX0=', u'2014-06-11 20:29:18', 'dn3bdozui2d0rwxvwwje0e0obr6u4ul1')
2014-05-28 20:29:18,246 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dn3bdozui2d0rwxvwwje0e0obr6u4ul1'  AND `django_session`.`expire_date` > '2014-05-28 20:29:18' ); args=('dn3bdozui2d0rwxvwwje0e0obr6u4ul1', u'2014-05-28 20:29:18')
2014-05-28 20:29:18,249 [DEBUG] django.db.backends: (0.002) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 ; args=(1,)
2014-05-28 20:29:25,165 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dn3bdozui2d0rwxvwwje0e0obr6u4ul1'  AND `django_session`.`expire_date` > '2014-05-28 20:29:25' ); args=('dn3bdozui2d0rwxvwwje0e0obr6u4ul1', u'2014-05-28 20:29:25')
2014-05-28 20:29:25,166 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 ; args=(1,)
2014-05-28 20:29:25,169 [DEBUG] django.db.backends: (0.002) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` WHERE `userprofile_userprofile`.`user_id` = 1 ; args=(1,)
2014-05-28 20:29:25,170 [DEBUG] django.db.backends: (0.000) INSERT INTO `userprofile_userprofile` (`user_id`, `likes_cheese`, `favourite_hamster_name`) VALUES (1, NULL, ''); args=[1, None, u'']
2014-05-28 20:29:25,170 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` WHERE `userprofile_userprofile`.`user_id` = 1 ; args=(1,)
2014-05-28 20:29:25,280 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` LIMIT 21; args=()
2014-05-28 20:29:25,281 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` LIMIT 21; args=()
2014-05-28 20:29:53,888 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dn3bdozui2d0rwxvwwje0e0obr6u4ul1'  AND `django_session`.`expire_date` > '2014-05-28 20:29:53' ); args=('dn3bdozui2d0rwxvwwje0e0obr6u4ul1', u'2014-05-28 20:29:53')
2014-05-28 20:29:53,889 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 ; args=(1,)
2014-05-28 20:29:53,890 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` WHERE `userprofile_userprofile`.`user_id` = 1 ; args=(1,)
2014-05-28 20:29:53,892 [DEBUG] django.db.backends: (0.001) INSERT INTO `userprofile_userprofile` (`user_id`, `likes_cheese`, `favourite_hamster_name`) VALUES (1, NULL, ''); args=[1, None, u'']
2014-05-28 20:29:53,893 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` WHERE `userprofile_userprofile`.`user_id` = 1 ; args=(1,)
2014-05-28 20:29:53,986 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` LIMIT 21; args=()
2014-05-28 20:29:53,988 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` LIMIT 21; args=()
2014-05-28 20:30:36,932 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dn3bdozui2d0rwxvwwje0e0obr6u4ul1'  AND `django_session`.`expire_date` > '2014-05-28 20:30:36' ); args=('dn3bdozui2d0rwxvwwje0e0obr6u4ul1', u'2014-05-28 20:30:36')
2014-05-28 20:30:36,933 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 ; args=(1,)
2014-05-28 20:30:36,935 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` WHERE `userprofile_userprofile`.`user_id` = 1 ; args=(1,)
2014-05-28 20:30:36,935 [DEBUG] django.db.backends: (0.000) INSERT INTO `userprofile_userprofile` (`user_id`, `likes_cheese`, `favourite_hamster_name`) VALUES (1, NULL, ''); args=[1, None, u'']
2014-05-28 20:30:36,936 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` WHERE `userprofile_userprofile`.`user_id` = 1 ; args=(1,)
2014-05-28 20:30:37,027 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` LIMIT 21; args=()
2014-05-28 20:30:37,028 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` LIMIT 21; args=()
2014-05-28 20:31:45,640 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'test' ; args=(u'test',)
2014-05-28 20:32:03,472 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'test' ; args=(u'test',)
2014-05-28 20:34:16,859 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'test2' ; args=(u'test2',)
2014-05-28 20:34:20,532 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dn3bdozui2d0rwxvwwje0e0obr6u4ul1'  AND `django_session`.`expire_date` > '2014-05-28 20:34:20' ); args=('dn3bdozui2d0rwxvwwje0e0obr6u4ul1', u'2014-05-28 20:34:20')
2014-05-28 20:34:20,535 [DEBUG] django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 ; args=(1,)
2014-05-28 20:34:20,636 [DEBUG] django.db.backends: (0.000) SELECT `django_admin_log`.`id`, `django_admin_log`.`action_time`, `django_admin_log`.`user_id`, `django_admin_log`.`content_type_id`, `django_admin_log`.`object_id`, `django_admin_log`.`object_repr`, `django_admin_log`.`action_flag`, `django_admin_log`.`change_message`, `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined`, `django_content_type`.`id`, `django_content_type`.`name`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_admin_log` INNER JOIN `auth_user` ON ( `django_admin_log`.`user_id` = `auth_user`.`id` ) LEFT OUTER JOIN `django_content_type` ON ( `django_admin_log`.`content_type_id` = `django_content_type`.`id` ) WHERE `django_admin_log`.`user_id` = 1  ORDER BY `django_admin_log`.`action_time` DESC LIMIT 10; args=(1,)
2014-05-28 20:34:23,393 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dn3bdozui2d0rwxvwwje0e0obr6u4ul1'  AND `django_session`.`expire_date` > '2014-05-28 20:34:23' ); args=('dn3bdozui2d0rwxvwwje0e0obr6u4ul1', u'2014-05-28 20:34:23')
2014-05-28 20:34:23,396 [DEBUG] django.db.backends: (0.003) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 ; args=(1,)
2014-05-28 20:34:23,435 [DEBUG] django.db.backends: (0.000) SELECT `auth_group`.`id`, `auth_group`.`name` FROM `auth_group`; args=()
2014-05-28 20:34:23,436 [DEBUG] django.db.backends: (0.000) SELECT COUNT(DISTINCT `auth_user`.`id`) FROM `auth_user`; args=()
2014-05-28 20:34:23,437 [DEBUG] django.db.backends: (0.000) SELECT DISTINCT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` ORDER BY `auth_user`.`username` ASC, `auth_user`.`id` DESC; args=()
2014-05-28 20:34:23,610 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dn3bdozui2d0rwxvwwje0e0obr6u4ul1'  AND `django_session`.`expire_date` > '2014-05-28 20:34:23' ); args=('dn3bdozui2d0rwxvwwje0e0obr6u4ul1', u'2014-05-28 20:34:23')
2014-05-28 20:34:23,629 [DEBUG] django.db.backends: (0.018) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1 ; args=(1,)
2014-05-28 20:34:46,320 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'test5' ; args=(u'test5',)
2014-05-28 20:34:46,321 [DEBUG] django.db.backends: (0.000) SELECT (1) AS `a` FROM `auth_user` WHERE `auth_user`.`username` = 'test5'  LIMIT 1; args=(u'test5',)
2014-05-28 20:34:46,324 [DEBUG] django.db.backends: (0.000) INSERT INTO `auth_user` (`password`, `last_login`, `is_superuser`, `username`, `first_name`, `last_name`, `email`, `is_staff`, `is_active`, `date_joined`) VALUES ('', '2014-05-28 20:34:46', 0, 'test5', '', '', 'test@test.com', 0, 1, '2014-05-28 20:34:46'); args=[u'', u'2014-05-28 20:34:46', False, u'test5', u'', u'', u'test@test.com', False, True, u'2014-05-28 20:34:46']
2014-05-28 20:34:56,750 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'test' ; args=(u'test',)
2014-05-28 20:34:56,808 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dn3bdozui2d0rwxvwwje0e0obr6u4ul1'  AND `django_session`.`expire_date` > '2014-05-28 20:34:56' ); args=('dn3bdozui2d0rwxvwwje0e0obr6u4ul1', u'2014-05-28 20:34:56')
2014-05-28 20:34:56,808 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE `django_session`.`session_key` = 'dn3bdozui2d0rwxvwwje0e0obr6u4ul1' ; args=('dn3bdozui2d0rwxvwwje0e0obr6u4ul1',)
2014-05-28 20:34:56,809 [DEBUG] django.db.backends: (0.000) DELETE FROM `django_session` WHERE `session_key` IN ('dn3bdozui2d0rwxvwwje0e0obr6u4ul1'); args=(u'dn3bdozui2d0rwxvwwje0e0obr6u4ul1',)
2014-05-28 20:34:56,813 [DEBUG] django.db.backends: (0.000) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = 's2ie61mhq6ivnvy7p189xbvht3w8jw37'  LIMIT 1; args=(u's2ie61mhq6ivnvy7p189xbvht3w8jw37',)
2014-05-28 20:34:56,814 [DEBUG] django.db.backends: (0.000) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('s2ie61mhq6ivnvy7p189xbvht3w8jw37', 'M2MzMjY2MDhlYzk0OTZlZGZjYWMxMzUzZDA3MjdmZGJmMjgzYTgzNjp7fQ==', '2014-06-11 20:34:56'); args=(u's2ie61mhq6ivnvy7p189xbvht3w8jw37', u'M2MzMjY2MDhlYzk0OTZlZGZjYWMxMzUzZDA3MjdmZGJmMjgzYTgzNjp7fQ==', u'2014-06-11 20:34:56')
2014-05-28 20:34:56,819 [DEBUG] django.db.backends: (0.001) UPDATE `auth_user` SET `last_login` = '2014-05-28 20:34:56' WHERE `auth_user`.`id` = 2 ; args=(u'2014-05-28 20:34:56', 2)
2014-05-28 20:34:56,825 [DEBUG] django.db.backends: (0.000) UPDATE `django_session` SET `session_data` = 'YmE4ZjEwYmNkYWQ3ZDBlNDZhMmRjMDQzMDc5NDJiMmRkMzU2YjllMjp7Il9hdXRoX3VzZXJfYmFja2VuZCI6ImRqYW5nby5jb250cmliLmF1dGguYmFja2VuZHMuTW9kZWxCYWNrZW5kIiwiX2F1dGhfdXNlcl9pZCI6Mn0=', `expire_date` = '2014-06-11 20:34:56' WHERE `django_session`.`session_key` = 's2ie61mhq6ivnvy7p189xbvht3w8jw37' ; args=(u'YmE4ZjEwYmNkYWQ3ZDBlNDZhMmRjMDQzMDc5NDJiMmRkMzU2YjllMjp7Il9hdXRoX3VzZXJfYmFja2VuZCI6ImRqYW5nby5jb250cmliLmF1dGguYmFja2VuZHMuTW9kZWxCYWNrZW5kIiwiX2F1dGhfdXNlcl9pZCI6Mn0=', u'2014-06-11 20:34:56', u's2ie61mhq6ivnvy7p189xbvht3w8jw37')
2014-05-28 20:34:56,862 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 's2ie61mhq6ivnvy7p189xbvht3w8jw37'  AND `django_session`.`expire_date` > '2014-05-28 20:34:56' ); args=('s2ie61mhq6ivnvy7p189xbvht3w8jw37', u'2014-05-28 20:34:56')
2014-05-28 20:34:56,865 [DEBUG] django.db.backends: (0.002) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2 ; args=(2,)
2014-05-28 20:35:00,398 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 's2ie61mhq6ivnvy7p189xbvht3w8jw37'  AND `django_session`.`expire_date` > '2014-05-28 20:35:00' ); args=('s2ie61mhq6ivnvy7p189xbvht3w8jw37', u'2014-05-28 20:35:00')
2014-05-28 20:35:00,401 [DEBUG] django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2 ; args=(2,)
2014-05-28 20:35:00,403 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` WHERE `userprofile_userprofile`.`user_id` = 2 ; args=(2,)
2014-05-28 20:35:00,404 [DEBUG] django.db.backends: (0.001) INSERT INTO `userprofile_userprofile` (`user_id`, `likes_cheese`, `favourite_hamster_name`) VALUES (2, NULL, ''); args=[2, None, u'']
2014-05-28 20:35:00,409 [DEBUG] django.db.backends: (0.001) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` WHERE `userprofile_userprofile`.`user_id` = 2 ; args=(2,)
2014-05-28 20:35:00,513 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` LIMIT 21; args=()
2014-05-28 20:35:00,513 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` LIMIT 21; args=()
